NO,YEAR_MONTH,CB_TYPE,VSL_TYPE,TC_TYPE,CB_TEAM_CODE,CB_INDEX,DUR,BNK_PRC,DAY_CB,DAY_HIRE,TC_INDEX,PL
1,201501,TR,Cape,OWNED,063,627,129.004,462.6,10061,0,0,10061
2,201501,TR,Cape,OWNED,064,627,562.834,511.25,27394,0,0,27394
3,201501,TR,Handy,OWNED,039,416,24.879,349.01,7539,0,0,7539
4,201501,TR,Handy,OWNED,165,416,62,583.1,28880,0,0,28880
5,201501,TR,Handy,OWNED,231,416,23.521,511.63,5012,0,0,5012
6,201501,TR,Handy,OWNED,282,416,6.121,0,8500,0,0,8500
7,201501,TR,P'max,OWNED,254,722,62.002,578.59,5469,0,0,5469
8,201501,TR,P'max,OWNED,255,722,86.629,497.7,9913,0,0,9913
9,201501,LN,S'max,OWNED,037,727,19.667,595.12,5235,0,0,5235
10,201501,TR,S'max,OWNED,037,727,11.333,0,13200,0,0,13200
11,201501,TR,S'max,OWNED,170,727,155.001,424.86,21340,0,0,21340
12,201501,TR,S'max,OWNED,233,727,30.999,0,15388,0,0,15388
13,201501,TR,S'max,OWNED,267,727,192.54,465.01,7421,0,0,7421
14,201501,LN,S'max,OWNED,282,727,31.001,448.76,6484,0,0,6484
15,201501,LN,Handy,TC,165,416,31.001,417.61,12886,12187,0,699
16,201501,LN,Handy,TC,231,416,40.14,0,7034,11204,0,-4170
17,201501,TR,Handy,TC,283,416,34.334,-504.15,10970,8169,0,2801
18,201501,TR,P'max,TC,231,722,517.464,427.37,12809,9061,0,3748
19,201501,TR,P'max,TC,254,722,193.729,403.26,12509,9984,0,2525
20,201501,TR,P'max,TC,255,722,60.559,332.54,7650,5015,0,2635
21,201501,TR,P'max,TC,267,722,517.361,386.73,10582,9496,0,1086
22,201501,TR,P'max,TC,279,722,31,358.93,25236,0,0,25236
23,201501,LN,S'max,TC,037,727,543.235,422.05,7023,6958,0,65
24,201501,TR,S'max,TC,037,727,45.974,0,18048,14149,0,3899
25,201501,TR,S'max,TC,039,727,117.706,271.15,9979,7121,0,2858
26,201501,TR,S'max,TC,233,727,187.119,365.76,12903,10521,0,2382
27,201501,LN,S'max,TC,282,727,290.166,380.68,8836,7812,0,1024
28,201501,LN,S'max,TC,283,727,20.897,394.48,7128,6207,0,921
29,201502,TR,Cape,OWNED,063,612,139.997,377.56,3691,0,0,3691
30,201502,TR,Cape,OWNED,064,612,560.003,440.55,26111,0,0,26111
31,201502,TR,Handy,OWNED,039,288,28,349.02,7539,0,0,7539
32,201502,TR,Handy,OWNED,165,288,56,560.93,33784,0,0,33784
33,201502,TR,P'max,OWNED,254,487,56,567.29,5888,0,0,5888
34,201502,TR,P'max,OWNED,255,487,140.73,461.65,6212,0,0,6212
35,201502,TR,S'max,OWNED,037,509,28,0,13200,0,0,13200
36,201502,TR,S'max,OWNED,170,509,139.998,384.42,21480,0,0,21480
37,201502,TR,S'max,OWNED,231,509,41.749,511.63,5337,0,0,5337
38,201502,TR,S'max,OWNED,233,509,28,0,15388,0,0,15388
39,201502,TR,S'max,OWNED,267,509,146.512,423.65,7450,0,0,7450
40,201502,LN,S'max,OWNED,282,509,28,448.76,6484,0,0,6484
41,201502,LN,Handy,TC,165,288,11.487,332.63,10511,12188,0,-1677
42,201502,LN,Handy,TC,231,288,56,0,7324,10252,0,-2928
43,201502,TR,Handy,TC,283,288,72.773,278.04,6037,7567,0,-1530
44,201502,TR,P'max,TC,231,487,412.234,377.88,12495,9085,0,3410
45,201502,TR,P'max,TC,254,487,164.943,378.5,11511,9948,0,1563
46,201502,TR,P'max,TC,255,487,18.67,365.37,6147,6362,0,-215
47,201502,TR,P'max,TC,267,487,384.422,378.44,9136,7898,0,1238
48,201502,TR,P'max,TC,279,487,28,321.95,16837,0,0,16837
49,201502,LN,S'max,TC,037,509,473.493,388.07,6554,6630,0,-76
50,201502,TR,S'max,TC,037,509,55.999,0,14825,9983,0,4842
51,201502,TR,S'max,TC,039,509,67.738,242.79,7501,6090,0,1411
52,201502,LN,S'max,TC,233,509,10.598,0,3042,6796,0,-3754
53,201502,TR,S'max,TC,233,509,159.464,344.03,11874,10785,0,1089
54,201502,LN,S'max,TC,282,509,164.77,342.53,9266,7536,0,1730
55,201503,TR,Cape,OWNED,063,439,155.002,345.84,8075,0,0,8075
56,201503,TR,Cape,OWNED,064,439,620.003,401.59,26798,0,0,26798
57,201503,TR,Handy,OWNED,039,369,31,316.65,7748,0,0,7748
58,201503,TR,Handy,OWNED,165,369,62,433.41,32732,0,0,32732
59,201503,TR,P'max,OWNED,254,593,55.076,480.97,8537,0,0,8537
60,201503,TR,P'max,OWNED,255,593,184.645,418.5,6189,0,0,6189
61,201503,LN,S'max,OWNED,037,606,19.414,322.86,8349,0,0,8349
62,201503,TR,S'max,OWNED,037,606,11.588,0,13200,0,0,13200
63,201503,TR,S'max,OWNED,170,606,154.999,346.71,22031,0,0,22031
64,201503,TR,S'max,OWNED,231,606,68.21,487.97,6317,0,0,6317
65,201503,TR,S'max,OWNED,233,606,1.869,0,15388,0,0,15388
66,201503,TR,S'max,OWNED,267,606,140.916,368.75,6030,0,0,6030
67,201503,LN,S'max,OWNED,282,606,21.346,448.77,6485,0,0,6485
68,201503,TR,Cape,TC,063,439,9.556,344.71,52980,11448,4390,41532
69,201503,LN,Handy,TC,165,369,31.001,330.77,12002,12187,0,-185
70,201503,LN,Handy,TC,231,369,60.308,0,7339,10203,0,-2864
71,201503,TR,Handy,TC,283,369,11.606,290.99,5587,6931,0,-1344
72,201503,TR,P'max,TC,231,593,474.382,365.82,12690,7552,0,5138
73,201503,TR,P'max,TC,254,593,177.745,390.32,9465,8550,0,915
74,201503,TR,P'max,TC,255,593,76.665,353.35,3053,4203,0,-1150
75,201503,TR,P'max,TC,267,593,483.48,341.91,8915,6590,0,2325
76,201503,TR,P'max,TC,279,593,31,333.76,7588,0,0,7588
77,201503,LN,S'max,TC,037,606,505.393,373.97,6576,5930,0,646
78,201503,TR,S'max,TC,037,606,39.65,0,15045,10021,0,5024
79,201503,TR,S'max,TC,039,606,102.403,335.25,5722,4890,0,832
80,201503,LN,S'max,TC,233,606,30.999,0,3042,6797,0,-3755
81,201503,TR,S'max,TC,233,606,203.025,343.03,10066,8893,0,1173
82,201503,LN,S'max,TC,282,606,103.221,340.76,8773,6574,0,2199
83,201504,TR,Cape,OWNED,063,508,150,332.91,9254,0,0,9254
84,201504,TR,Cape,OWNED,064,508,599.998,378.26,28303,0,0,28303
85,201504,TR,Handy,OWNED,039,363,26.272,298.72,7892,0,0,7892
86,201504,TR,Handy,OWNED,165,363,60.001,421.38,32435,0,0,32435
87,201504,TR,P'max,OWNED,254,636,60,409.63,7184,0,0,7184
88,201504,TR,P'max,OWNED,255,636,150.001,391.19,6429,0,0,6429
89,201504,LN,S'max,OWNED,037,622,29.998,322.86,8350,0,0,8350
90,201504,TR,S'max,OWNED,170,622,150.002,358.54,21389,0,0,21389
91,201504,TR,S'max,OWNED,231,622,70.395,347.93,9189,0,0,9189
92,201504,TR,S'max,OWNED,267,622,125.277,324.27,6267,0,0,6267
93,201504,TR,Cape,TC,063,508,30,344.71,52102,11259,4458,40843
94,201504,LN,Handy,TC,165,363,29.996,333.1,13288,12189,0,1099
95,201504,LN,Handy,TC,231,363,12.044,0,7854,8502,0,-648
96,201504,LN,Handy,TC,267,363,1.184,0,3600,8850,0,-5250
97,201504,LN,Handy,TC,283,363,1.184,334.61,4547,3600,0,947
98,201504,TR,Handy,TC,283,363,16.556,0,5255,7361,0,-2106
99,201504,TR,P'max,TC,254,636,287.384,372.57,9210,9457,0,-247
100,201504,TR,P'max,TC,255,636,37.39,336.84,5846,6596,0,-750
101,201504,TR,P'max,TC,267,636,630.92,352.87,8214,6317,0,1897
102,201504,TR,P'max,TC,279,636,30,364.35,2896,0,0,2896
103,201504,LN,S'max,TC,037,622,355.76,377.32,7016,4747,0,2269
104,201504,TR,S'max,TC,037,622,27.833,0,12000,9144,0,2856
105,201504,TR,S'max,TC,039,622,142.2,321.33,6002,5513,0,489
106,201504,TR,S'max,TC,231,622,457.258,377.95,10162,7441,0,2721
107,201504,LN,S'max,TC,233,622,30,0,3042,6797,0,-3755
108,201504,TR,S'max,TC,233,622,278.031,344,9125,8278,0,847
109,201504,LN,S'max,TC,282,622,157.74,354.61,9622,6577,0,3045
110,201505,TR,Cape,OWNED,063,782,155.003,339.76,5234,0,0,5234
111,201505,TR,Cape,OWNED,064,782,613.717,360.68,30334,0,0,30334
112,201505,TR,Handy,OWNED,039,329,10.308,341.7,5926,0,0,5926
113,201505,TR,Handy,OWNED,165,329,62.002,543.39,31440,0,0,31440
114,201505,TR,Handy,OWNED,231,329,62.001,348.33,9698,0,0,9698
115,201505,TR,P'max,OWNED,254,576,62,384.63,6145,0,0,6145
116,201505,TR,P'max,OWNED,255,576,128.321,363.59,8000,0,0,8000
117,201505,LN,S'max,OWNED,037,626,21.084,322.86,8350,0,0,8350
118,201505,TR,S'max,OWNED,037,626,9.917,0,10150,0,0,10150
119,201505,TR,S'max,OWNED,170,626,155,363.26,19789,0,0,19789
120,201505,TR,S'max,OWNED,267,626,132.643,341,5946,0,0,5946
121,201505,TR,Cape,TC,063,782,31,350.71,41299,11543,5637,29756
122,201505,LN,Handy,TC,165,329,31.002,334.9,7704,12211,0,-4507
123,201505,LN,Handy,TC,231,329,12.52,0,5250,12508,0,-7258
124,201505,LN,Handy,TC,267,329,14.987,0,3600,8850,0,-5250
125,201505,TR,Handy,TC,283,329,38.478,330,4662,6014,0,-1352
126,201505,TR,P'max,TC,231,576,530.726,389.17,9858,7183,0,2675
127,201505,TR,P'max,TC,254,576,465.852,374.08,10001,9962,0,39
128,201505,TR,P'max,TC,255,576,76.105,389.59,4864,6730,0,-1866
129,201505,TR,P'max,TC,267,576,670.384,354.98,7786,5953,0,1833
130,201505,TR,P'max,TC,279,576,31,364.35,2896,0,0,2896
131,201505,LN,S'max,TC,037,626,272.162,389.21,7834,4591,0,3243
132,201505,TR,S'max,TC,037,626,44.75,0,10654,8464,0,2190
133,201505,TR,S'max,TC,039,626,198.626,360.92,4698,4747,0,-49
134,201505,LN,S'max,TC,233,626,3.681,0,3042,6798,0,-3756
135,201505,TR,S'max,TC,233,626,238.48,359.84,10020,9513,0,507
136,201505,LN,S'max,TC,282,626,213.79,363.42,7995,5836,0,2159
137,201505,LN,S'max,TC,283,626,22.393,351.11,5658,3930,0,1728
138,201506,TR,Cape,OWNED,063,1043,150.002,362.79,4745,0,0,4745
139,201506,TR,Cape,OWNED,064,1043,573.656,357.28,31438,0,0,31438
140,201506,TR,Handy,OWNED,039,345,30,341.7,5926,0,0,5926
141,201506,TR,Handy,OWNED,165,345,60.003,536.08,33086,0,0,33086
142,201506,TR,Handy,OWNED,231,345,34.094,370.2,5317,0,0,5317
143,201506,TR,P'max,OWNED,254,725,60,369.85,5521,0,0,5521
144,201506,TR,P'max,OWNED,255,725,112.526,352.32,8895,0,0,8895
145,201506,TR,S'max,OWNED,037,689,29.998,0,10150,0,0,10150
146,201506,TR,S'max,OWNED,170,689,149.999,365.41,21374,0,0,21374
147,201506,TR,S'max,OWNED,267,689,232.076,372.29,4763,0,0,4763
148,201506,LN,S'max,OWNED,282,689,13.929,0,7001,0,0,7001
149,201506,TR,Cape,TC,063,1043,30,357.86,27832,11651,7256,16181
150,201506,LN,Handy,TC,165,345,29.998,353.75,8565,12319,0,-3754
151,201506,LN,Handy,TC,231,345,30.004,0,5250,12505,0,-7255
152,201506,TR,Handy,TC,283,345,30.884,330.01,3417,3409,0,8
153,201506,TR,P'max,TC,231,725,476.169,389.48,8546,6713,0,1833
154,201506,TR,P'max,TC,254,725,523.778,376.24,9133,8996,0,137
155,201506,TR,P'max,TC,255,725,46.298,386.69,779,6024,0,-5245
156,201506,TR,P'max,TC,267,725,595.062,360.92,7021,5491,0,1530
157,201506,TR,P'max,TC,279,725,30,364.35,2896,0,0,2896
158,201506,LN,S'max,TC,037,689,256.917,403.3,7643,4603,0,3040
159,201506,TR,S'max,TC,037,689,33.942,0,9087,7672,0,1415
160,201506,TR,S'max,TC,039,689,244.067,365.28,5201,4879,0,322
161,201506,TR,S'max,TC,233,689,265.21,374.86,8866,8206,0,660
162,201506,LN,S'max,TC,282,689,199.525,351.73,7670,5714,0,1956
163,201506,LN,S'max,TC,283,689,62.665,364.06,8985,5402,0,3583
164,201507,TR,Cape,OWNED,063,1632,155.002,357.92,5978,0,0,5978
165,201507,TR,Cape,OWNED,064,1632,620.006,354.59,30188,0,0,30188
166,201507,TR,Handy,OWNED,039,403,18.342,341.7,5926,0,0,5926
167,201507,TR,Handy,OWNED,165,403,61.999,440.42,32506,0,0,32506
168,201507,TR,Handy,OWNED,231,403,30.999,370.2,4708,0,0,4708
169,201507,TR,P'max,OWNED,254,1058,87.091,359.63,3840,0,0,3840
170,201507,TR,P'max,OWNED,255,1058,109.048,350.05,6863,0,0,6863
171,201507,LN,S'max,OWNED,037,819,10.319,320.12,5312,0,0,5312
172,201507,TR,S'max,OWNED,037,819,20.681,0,10150,0,0,10150
173,201507,TR,S'max,OWNED,170,819,155.001,356.79,21703,0,0,21703
174,201507,TR,S'max,OWNED,233,819,19.223,0,9661,0,0,9661
175,201507,TR,S'max,OWNED,267,819,229.671,368.49,5297,0,0,5297
176,201507,LN,S'max,OWNED,282,819,30.999,0,7000,0,0,7000
177,201507,TR,Cape,TC,063,1632,31,357.87,26470,11081,12430,15389
178,201507,LN,Handy,TC,231,403,4.094,0,5253,12513,0,-7260
179,201507,LN,Handy,TC,283,403,13.176,389.38,7708,6406,0,1302
180,201507,TR,Handy,TC,283,403,79.739,321.46,4515,5400,0,-885
181,201507,TR,P'max,TC,231,1058,484.807,371.77,8805,6961,0,1844
182,201507,TR,P'max,TC,254,1058,416.033,351.22,8350,8857,0,-507
183,201507,TR,P'max,TC,255,1058,86.11,353.87,3550,5805,0,-2255
184,201507,TR,P'max,TC,267,1058,635.272,345.94,7588,5650,0,1938
185,201507,TR,P'max,TC,279,1058,31,364.35,2896,0,0,2896
186,201507,LN,S'max,TC,037,819,274.548,370.84,7280,4535,0,2745
187,201507,TR,S'max,TC,039,819,276.158,319.37,7027,6260,0,767
188,201507,LN,S'max,TC,165,819,47.963,353.75,8399,10719,0,-2320
189,201507,TR,S'max,TC,233,819,339.963,349.76,8762,8585,0,177
190,201507,LN,S'max,TC,282,819,212.183,304.45,7246,5954,0,1292
191,201508,TR,Cape,OWNED,063,1890,154.999,337.44,10909,0,0,10909
192,201508,TR,Cape,OWNED,064,1890,620.004,343.22,29635,0,0,29635
193,201508,TR,Handy,OWNED,165,452,62.001,428.36,32794,0,0,32794
194,201508,TR,Handy,OWNED,231,452,26.026,453.05,8713,0,0,8713
195,201508,TR,P'max,OWNED,254,1032,92.998,367.62,6947,0,0,6947
196,201508,TR,P'max,OWNED,255,1032,133.541,363.54,8374,0,0,8374
197,201508,LN,S'max,OWNED,037,913,30.999,320.11,5313,0,0,5313
198,201508,TR,S'max,OWNED,170,913,154.831,351.77,22033,0,0,22033
199,201508,TR,S'max,OWNED,233,913,31,0,9662,0,0,9662
200,201508,TR,S'max,OWNED,267,913,255.342,360.09,6751,0,0,6751
201,201508,LN,S'max,OWNED,282,913,30.999,0,7000,0,0,7000
202,201508,TR,Cape,TC,063,1890,31.001,356.7,27162,11651,14231,15511
203,201508,TR,Handy,TC,037,452,10.586,0,7689,4973,0,2716
204,201508,LN,Handy,TC,231,452,9.385,0,5865,12997,0,-7132
205,201508,LN,Handy,TC,283,452,42.671,272.37,10850,6713,0,4137
206,201508,TR,P'max,TC,231,1032,460.047,346.26,10517,7659,0,2858
207,201508,TR,P'max,TC,254,1032,420.524,303.77,8819,8983,0,-164
208,201508,TR,P'max,TC,255,1032,160.616,262.57,8064,9689,0,-1625
209,201508,TR,P'max,TC,267,1032,740.359,307.04,7069,5892,0,1177
210,201508,TR,P'max,TC,279,1032,31,364.35,2896,0,0,2896
211,201508,LN,S'max,TC,037,913,286.667,319.29,8131,4788,0,3343
212,201508,TR,S'max,TC,039,913,206.381,280.99,7027,6765,0,262
213,201508,LN,S'max,TC,165,913,61.999,318.1,7218,10086,0,-2868
214,201508,TR,S'max,TC,233,913,441.05,317.38,9814,11170,0,-1356
215,201508,LN,S'max,TC,282,913,267.684,270.56,7108,6182,0,926
216,201508,TR,S'max,TC,283,913,80.336,275.2,5202,6083,0,-881
217,201509,TR,Cape,OWNED,063,1547,136.606,324.44,11341,0,0,11341
218,201509,TR,Cape,OWNED,064,1547,600.004,315.21,27243,0,0,27243
219,201509,TR,Handy,OWNED,165,443,60,409.76,34558,0,0,34558
220,201509,TR,Handy,OWNED,231,443,59.999,453.06,8151,0,0,8151
221,201509,LN,P'max,OWNED,254,775,21.208,0,3000,0,0,3000
222,201509,TR,P'max,OWNED,254,775,68.824,312.08,7006,0,0,7006
223,201509,TR,P'max,OWNED,255,775,150.004,342.94,7051,0,0,7051
224,201509,LN,S'max,OWNED,037,796,30.001,320.12,5312,0,0,5312
225,201509,TR,S'max,OWNED,170,796,149.999,316.57,20846,0,0,20846
226,201509,TR,S'max,OWNED,233,796,29.998,326.68,4682,0,0,4682
227,201509,TR,S'max,OWNED,267,796,275.094,332.28,6697,0,0,6697
228,201509,LN,S'max,OWNED,282,796,4.663,0,6995,0,0,6995
229,201509,TR,S'max,OWNED,282,796,25.34,0,5609,0,0,5609
230,201509,TR,Cape,TC,063,1547,65.381,291.38,6781,11365,11279,-4584
231,201509,TR,Handy,TC,037,443,48.686,0,7770,5828,0,1942
232,201509,LN,Handy,TC,231,443,30,0,5867,13000,0,-7133
233,201509,LN,Handy,TC,283,443,38.772,252.56,11277,6731,0,4546
234,201509,TR,P'max,TC,254,775,570.504,275.84,10612,10207,0,405
235,201509,TR,P'max,TC,255,775,303.076,258.12,8147,10058,0,-1911
236,201509,TR,P'max,TC,267,775,935.357,276.36,6942,6379,0,563
237,201509,TR,P'max,TC,279,775,30,364.35,2896,0,0,2896
238,201509,LN,P'max,TC,282,775,329.031,250.75,7205,5794,0,1411
239,201509,LN,S'max,TC,037,796,267.689,295.16,7302,4423,0,2879
240,201509,TR,S'max,TC,039,796,230.068,233.64,6793,6379,0,414
241,201509,LN,S'max,TC,165,796,56.238,277.65,5791,10270,0,-4479
242,201509,TR,S'max,TC,231,796,331.688,309.78,10706,7346,0,3360
243,201509,TR,S'max,TC,233,796,282.57,269.48,10845,12046,0,-1201
244,201509,TR,S'max,TC,283,796,105.01,229.63,5301,5742,0,-441
245,201510,TR,Cape,OWNED,063,1516,104.375,299.23,12233,0,0,12233
246,201510,TR,Cape,OWNED,064,1516,620.007,290.81,28438,0,0,28438
247,201510,TR,Handy,OWNED,039,373,7.534,343.07,5619,0,0,5619
248,201510,TR,Handy,OWNED,165,373,62.001,384.06,34345,0,0,34345
249,201510,TR,Handy,OWNED,231,373,37.601,334,4752,0,0,4752
250,201510,LN,P'max,OWNED,254,712,31,0,3000,0,0,3000
251,201510,TR,P'max,OWNED,254,712,61.999,234.22,7282,0,0,7282
252,201510,TR,P'max,OWNED,255,712,154.888,301.37,7379,0,0,7379
253,201510,LN,S'max,OWNED,037,661,1.375,320.1,5313,0,0,5313
254,201510,TR,S'max,OWNED,037,661,29.625,0,14261,0,0,14261
255,201510,TR,S'max,OWNED,170,661,155.002,288.56,20462,0,0,20462
256,201510,TR,S'max,OWNED,233,661,31.001,326.68,4654,0,0,4654
257,201510,TR,S'max,OWNED,267,661,258.209,283.41,6490,0,0,6490
258,201510,TR,S'max,OWNED,282,661,31,0,11659,0,0,11659
259,201510,TR,Cape,TC,063,1516,99,284.22,8906,11781,10729,-2875
260,201510,TR,Handy,TC,037,373,46.874,0,7254,6075,0,1179
261,201510,LN,Handy,TC,165,373,31,253.13,6879,12432,0,-5553
262,201510,LN,Handy,TC,231,373,15.377,0,5868,13002,0,-7134
263,201510,TR,P'max,TC,254,712,769.398,256.4,11868,11438,0,430
264,201510,TR,P'max,TC,255,712,319.625,247.37,7558,9295,0,-1737
265,201510,TR,P'max,TC,267,712,940.432,254.27,7772,6088,0,1684
266,201510,TR,P'max,TC,279,712,31,364.35,2896,0,0,2896
267,201510,LN,P'max,TC,282,712,311.813,243.16,6971,4924,0,2047
268,201510,LN,S'max,TC,037,661,301.925,275.34,6301,3703,0,2598
269,201510,TR,S'max,TC,039,661,337.88,236.65,5978,5750,0,228
270,201510,TR,S'max,TC,231,661,521.676,268.73,9989,6537,0,3452
271,201510,TR,S'max,TC,233,661,384.154,259,10470,10877,0,-407
272,201510,TR,S'max,TC,282,661,34.793,0,7699,7549,0,150
273,201510,TR,S'max,TC,283,661,134.888,234.9,4454,4697,0,-243
274,201511,TR,Cape,OWNED,063,883,90,262.33,9008,0,0,9008
275,201511,TR,Cape,OWNED,064,883,600.999,268.29,30109,0,0,30109
276,201511,TR,Handy,OWNED,039,305,30,343.06,5619,0,0,5619
277,201511,TR,Handy,OWNED,165,305,60,424.47,33258,0,0,33258
278,201511,LN,P'max,OWNED,254,528,3.281,0,3000,0,0,3000
279,201511,TR,P'max,OWNED,254,528,86.719,234.42,7280,0,0,7280
280,201511,TR,P'max,OWNED,255,528,142.342,281.4,7290,0,0,7290
281,201511,TR,S'max,OWNED,037,522,30,0,14231,0,0,14231
282,201511,TR,S'max,OWNED,170,522,150.001,268.62,20634,0,0,20634
283,201511,TR,S'max,OWNED,231,522,53.2,313.37,5219,0,0,5219
284,201511,TR,S'max,OWNED,233,522,3.112,326.7,4654,0,0,4654
285,201511,TR,S'max,OWNED,267,522,287.426,258.23,5441,0,0,5441
286,201511,TR,S'max,OWNED,282,522,30,0,4171,0,0,4171
287,201511,TR,Cape,TC,063,883,75.972,259.06,9665,11099,6975,-1434
288,201511,LN,Handy,TC,165,305,29.999,240.7,8722,12432,0,-3710
289,201511,TR,P'max,TC,254,528,777.546,241.88,11337,10420,0,917
290,201511,TR,P'max,TC,255,528,218.668,232.02,7028,9096,0,-2068
291,201511,TR,P'max,TC,267,528,877.487,234.16,7354,6074,0,1280
292,201511,TR,P'max,TC,279,528,30.001,286.99,10970,0,0,10970
293,201511,LN,P'max,TC,282,528,214.769,232.89,6275,4366,0,1909
294,201511,LN,S'max,TC,037,522,372.543,249.96,5749,3307,0,2442
295,201511,TR,S'max,TC,037,522,23.893,0,7325,7001,0,324
296,201511,TR,S'max,TC,039,522,241.305,226.61,6795,6501,0,294
297,201511,TR,S'max,TC,231,522,441.848,253.17,10653,6656,0,3997
298,201511,TR,S'max,TC,233,522,312.379,246.06,9827,9235,0,592
299,201511,TR,S'max,TC,282,522,48.051,0,9735,7498,0,2237
300,201511,TR,S'max,TC,283,522,146.029,239.79,4389,4565,0,-176
301,201512,TR,Cape,OWNED,063,718,99.097,253.06,4349,0,0,4349
302,201512,TR,Cape,OWNED,064,718,620.002,248.52,29724,0,0,29724
303,201512,TR,Handy,OWNED,039,279,11.509,306.26,6267,0,0,6267
304,201512,TR,Handy,OWNED,165,279,62.001,381.01,32205,0,0,32205
305,201512,TR,P'max,OWNED,254,429,93.001,233.89,6911,0,0,6911
306,201512,TR,P'max,OWNED,255,429,124,265.58,6281,0,0,6281
307,201512,LN,S'max,OWNED,037,456,15.718,235.89,2972,0,0,2972
308,201512,TR,S'max,OWNED,037,456,15.281,0,1410,0,0,1410
309,201512,TR,S'max,OWNED,170,456,155.005,259.26,19690,0,0,19690
310,201512,TR,S'max,OWNED,231,456,93.002,298.41,5839,0,0,5839
311,201512,TR,S'max,OWNED,267,456,284.649,248.56,4518,0,0,4518
312,201512,TR,S'max,OWNED,282,456,30.96,0,3378,0,0,3378
313,201512,TR,Cape,TC,063,718,153.861,188.74,6474,8302,6523,-1828
314,201512,LN,Handy,TC,165,279,31.001,214.14,10219,12431,0,-2212
315,201512,TR,P'max,TC,233,429,342.737,212.86,9103,7634,0,1469
316,201512,TR,P'max,TC,254,429,547.288,209.35,10390,8413,0,1977
317,201512,TR,P'max,TC,255,429,363.517,209.09,5904,5702,0,202
318,201512,TR,P'max,TC,267,429,744.166,218.15,6263,5245,0,1018
319,201512,TR,P'max,TC,279,429,31,265.09,14712,0,0,14712
320,201512,LN,P'max,TC,282,429,166.344,208.35,5457,3556,0,1901
321,201512,LN,S'max,TC,037,456,250.941,225.84,5363,3125,0,2238
322,201512,TR,S'max,TC,037,456,40.729,0,7642,7340,0,302
323,201512,TR,S'max,TC,039,456,208.971,196.07,6592,5553,0,1039
324,201512,TR,S'max,TC,231,456,534.722,244.99,7698,6838,0,860
325,201512,TR,S'max,TC,282,456,66.374,198.84,11097,7222,0,3875
326,201512,TR,S'max,TC,283,456,143.96,212.84,4613,4776,0,-163
327,201601,TR,Cape,OWNED,063,278,141.772,212.19,2146,0,0,2146
328,201601,TR,Cape,OWNED,064,278,620.002,233.32,29082,0,0,29082
329,201601,TR,Handy,OWNED,039,244,30.999,227.2,5894,0,0,5894
330,201601,TR,Handy,OWNED,165,244,62.001,342.17,31071,0,0,31071
331,201601,TR,P'max,OWNED,254,379,92.999,233.52,5011,0,0,5011
332,201601,TR,P'max,OWNED,255,379,124.001,255.6,5661,0,0,5661
333,201601,LN,S'max,OWNED,037,387,31.001,235.88,2971,0,0,2971
334,201601,TR,S'max,OWNED,170,387,154.999,202.3,19767,0,0,19767
335,201601,LN,S'max,OWNED,231,387,9.792,0,2273,0,0,2273
336,201601,TR,S'max,OWNED,231,387,83.208,320.53,5089,0,0,5089
337,201601,TR,S'max,OWNED,233,387,38.977,181.44,15562,0,0,15562
338,201601,TR,S'max,OWNED,267,387,207.826,240.87,4474,0,0,4474
339,201601,LN,S'max,OWNED,282,387,3.167,0,2007,0,0,2007
340,201601,TR,S'max,OWNED,282,387,27.806,0,4000,0,0,4000
341,201601,TR,Cape,TC,063,278,180.109,169.95,3818,6843,3340,-3025
342,201601,LN,Handy,TC,039,244,9.667,272.79,5344,3465,0,1879
343,201601,LN,Handy,TC,165,244,30.998,212.1,10327,12431,0,-2104
344,201601,TR,P'max,TC,233,379,298.615,188.54,9071,6991,0,2080
345,201601,TR,P'max,TC,254,379,504.446,195.07,10403,7852,0,2551
346,201601,TR,P'max,TC,255,379,406.781,188.24,4797,5153,0,-356
347,201601,TR,P'max,TC,267,379,667.145,202.35,5757,4067,0,1690
348,201601,TR,P'max,TC,279,379,31,232.27,25726,0,0,25726
349,201601,LN,P'max,TC,282,379,195.939,166.23,5906,3052,0,2854
350,201601,LN,S'max,TC,037,387,244.169,212.27,4565,3347,0,1218
351,201601,TR,S'max,TC,037,387,57.009,0,7184,7003,0,181
352,201601,TR,S'max,TC,039,387,174.976,185.47,5200,4666,0,534
353,201601,TR,S'max,TC,231,387,567.739,243.43,7403,7233,0,170
354,201601,TR,S'max,TC,282,387,50.88,198.84,11200,7187,0,4013
355,201601,LN,S'max,TC,283,387,19.338,154.62,1465,2233,0,-768
356,201601,TR,S'max,TC,283,387,128.689,177.38,4790,4784,0,6
357,201602,TR,Cape,OWNED,063,203,144.998,203.89,1398,0,0,1398
358,201602,TR,Cape,OWNED,064,203,580.084,208.95,27383,0,0,27383
359,201602,TR,Handy,OWNED,039,197,29,215.13,4012,0,0,4012
360,201602,TR,Handy,OWNED,165,197,58,329.71,26043,0,0,26043
361,201602,TR,Handy,OWNED,231,197,58.002,221.08,2872,0,0,2872
362,201602,TR,P'max,OWNED,254,324,87,229.23,3677,0,0,3677
363,201602,TR,P'max,OWNED,255,324,116,244.1,5729,0,0,5729
364,201602,LN,S'max,OWNED,037,280,29,235.88,2972,0,0,2972
365,201602,TR,S'max,OWNED,170,280,145,179.92,18765,0,0,18765
366,201602,LN,S'max,OWNED,231,280,28.999,0,2273,0,0,2273
